Product Name,Advisory Number,Date Posted
OTC Yuanhu Zhitong Pian,FDA Advisory No. 2020-1685,2020-09-25
Lee Buan Soa Pill (Fishing Brand) 50 pills,FDA Advisory No. 2020-1686,2020-09-25
OTC Compound Vitamin B Tablets,FDA Advisory No. 2020-1686,2020-09-25
OTC Miaoshou® Vitamin B6 Tablets,FDA Advisory No. 2020-1686,2020-09-25
Shilintongpian,FDA Advisory No. 2020-1686,2020-09-25
Zhendong® Guang An Suan Pian,FDA Advisory No. 2020-1686,2020-09-25
Fufang Dantong Pian,FDA Advisory No. 2020-1687,2020-09-28
OTC Guo Hua® HNGH Tian Ma Shou Wu Pian,FDA Advisory No. 2020-1687,2020-09-28
OTC H51021671 [Label in Foreign Language],FDA Advisory No. 2020-1687,2020-09-28
OTC Wepon® Bromhexine Hydrochloride Tablets,FDA Advisory No. 2020-1687,2020-09-28
OTC Yansuan Xiujixin Pian,FDA Advisory No. 2020-1687,2020-09-28
Captopril Tablets 25mg,FDA Advisory No. 2020-1688,2020-09-29
OTC H35021094 [Label in Foreign Language],FDA Advisory No. 2020-1688,2020-09-29
Shilintong Pian,FDA Advisory No. 2020-1688,2020-09-29
Vitamin A and D Soft Capsules,FDA Advisory No. 2020-1688,2020-09-29
Xinwufeng H33022029 [Label in Foreign Language],FDA Advisory No. 2020-1688,2020-09-29
Lifeng® Nifedipine Tabiets 10mg,FDA Advisory No. 2020-1689,2020-09-30
OTC Cyproheptadine Hydrochloride Tablets,FDA Advisory No. 2020-1689,2020-09-30
OTC H43020325 [Label in Foreign Language],FDA Advisory No. 2020-1689,2020-09-30
OTC Xinwufeng H33021418 [Label in Foreign Language],FDA Advisory No. 2020-1689,2020-09-30
Yatai® Spironolactone Tablets 20mg,FDA Advisory No. 2020-1689,2020-09-30
H14020283 [Label in Foreign Language]1g,FDA Advisory No. 2020-1690,2020-09-30
Kelundayaochang® Glucose And Sodium Chloride Injection 500ml:25g:4.5g,FDA Advisory No. 2020-1690,2020-09-30
Kelundayaochang® Glucose and Sodium Chloride Injection 250ml:12.5g:2.25g,FDA Advisory No. 2020-1690,2020-09-30
Siluen® Litai Compound Amino Acid Injection (18AA) 5% 250mL,FDA Advisory No. 2020-1690,2020-09-30
Yabang Group H32020133 [Label in Foreign Language] 10mg,FDA Advisory No. 2020-1690,2020-09-30
Kinhoo Cefaclor for Suspension 0.125g,FDA Advisory No. 2020-1716,2020-10-28
OTC 111 Miaoji Wan [as reflected in the package insert],FDA Advisory No. 2020-1716,2020-10-28
OTC Ambroxol Hydrochloride Oral Solution,FDA Advisory No. 2020-1716,2020-10-28
OTC Shiquan Dabu Wan [as reflected in the package insert],FDA Advisory No. 2020-1716,2020-10-28
OTC Smectic Powder,FDA Advisory No. 2020-1716,2020-10-28
BAYER DIHON Compound Ketoconazole Lotion for Scalp Disorder – Fufang Tongkangzuo Fayong Xiji [as reflected in the package insert],FDA Advisory No. 2020-1717,2020-10-28
OTC XINHUI® Shedan Chuanbei Pipa Gao 207g,FDA Advisory No. 2020-1717,2020-10-28
OTC [Label in Foreign Language],FDA Advisory No. 2020-1717,2020-10-28
SHAN FENG Fufang Manshanbai Tangjiang,FDA Advisory No. 2020-1717,2020-10-28
Sea Cucumber Oyster,FDA Advisory No. 2020-1717,2020-10-28
Cefdinir Capsules 0.1g,FDA Advisory No. 2020-1718,2020-11-23
OTC Eloson® Mometasone Furoate Cream 0.1% (5g:5mg),FDA Advisory No. 2020-1718,2020-11-23
OTC Terbinafine Hydrochloride Cream,FDA Advisory No. 2020-1718,2020-11-23
OTC YUNPENG® Compound Aluminum Hydroxide Tablets,FDA Advisory No. 2020-1718,2020-11-23
Sanofi Clopidogrel Bisulfate Tablets (Plavix®) 75mg,FDA Advisory No. 2020-1718,2020-11-23
MSD Montelukast Sodium Tablets (Singulair®) 10mg,FDA Advisory No. 2020-1719,2020-10-28
OTC Erythromycin Ointment,FDA Advisory No. 2020-1719,2020-10-28
OTC Ibuprofen Sustained-Release Capsules,FDA Advisory No. 2020-1719,2020-10-28
OTC Shuangliao Houfeng San 2.2g,FDA Advisory No. 2020-1719,2020-10-28
OTC Zuguang San,FDA Advisory No. 2020-1719,2020-10-28
CHERISH Metamizole Sodium Injection 2ml:0.5g,FDA Advisory No. 2020-1720-A,2020-10-28
OTC Huangshi Xiangsheng Wan,FDA Advisory No. 2020-1720-A,2020-10-28
OTC Jieeryinxiye,FDA Advisory No. 2020-1720-A,2020-10-28
Xiaoyan Zhike Pian,FDA Advisory No. 2020-1720-A,2020-10-28
[Label in foreign language],FDA Advisory No. 2020-1720-A,2020-10-28
BAOZHUPAI® H14022492 100mg [Label in foreign language],FDA Advisory No. 2020-1721,2020-10-28
BYS® Levofloxacin Hydrochloride Tablets 0.1g,FDA Advisory No. 2020-1721,2020-10-28
Dongdu Haigou Jingzhiliubian 0.2g,FDA Advisory No. 2020-1721,2020-10-28
Hydrogen Peroxide Solution,FDA Advisory No. 2020-1721,2020-10-28
OTC H37023163,FDA Advisory No. 2020-1721,2020-10-28
Huanglianshangqingpian,FDA Advisory No. 2020-1722,2020-10-28
OTC Liuwei Dihuang Wan [as reflected in the package insert],FDA Advisory No. 2020-1722,2020-10-28
OTC REJOY GROUP Sangju Ganmao Pian,FDA Advisory No. 2020-1722,2020-10-28
OTC SOIN Ranal® Ranitidine Hydrochloride Capsules 0.15g,FDA Advisory No. 2020-1722,2020-10-28
nodse Yaotong Pian 0.25g,FDA Advisory No. 2020-1722,2020-10-28
Ambrocol Ambroxol Hydrochloride and Clenbuterol Hydrochloride Oral Solution,FDA Advisory No. 2020-1723,2020-10-28
Cefuroxime Axetil Capsules 0.125g,FDA Advisory No. 2020-1723,2020-10-28
Clobetasol Propionate Cream 10g:2mg,FDA Advisory No. 2020-1723,2020-10-28
OTC MEHECO Aciclovir Cream – Axiluowei Rugao 3% [as reflected in the package insert],FDA Advisory No. 2020-1723,2020-10-28
OTC Qingyan Pian [as reflected in the package insert],FDA Advisory No. 2020-1723,2020-10-28
