Product Name,Advisory Number,Date Posted
PaWell Veterinarian’s Choice Iron+ B-Complex with Taurine Syrup 120ml,FDA Advisory No. 2023-0130,2023-01-20
PaWell Veterinarian’s Choice Iron+ B-Complex with Taurine Syrup 120ml PaWell Veterinarian’s Choice Metronidazole 45 mg/mL Suspension 60mL,FDA Advisory No. 2023-0130,2023-01-20
PaWell Veterinarian’s Choice Bromhexine with oregano 4 mg/mL Suspension 60mL [Vanilla Flavor],FDA Advisory No. 2023-0131,2023-01-20
PaWell Veterinarian’s Choice Gentamicin Sulfate 5mg/ml Sterile Opthalmic Solution (Drops) 15 ml,FDA Advisory No. 2023-0131,2023-01-20
PaWell Veterinarian’s Choice Multivitamins + Minerals + Lysine with Electrolytes 120 mL [Vanilla Flavor],FDA Advisory No. 2023-0132,2023-01-20
PaWell Veterinarian’s Choice OB Supplement with Probiotics 120mL [Vanilla Flavor],FDA Advisory No. 2023-0132,2023-01-20
PaWell Veterinarian’s Choice Sodium Ascorbate + Calcium Ascorbate + Zinc (Calzinc) 120 mL [Vanilla Flavor],FDA Advisory No. 2023-0132,2023-01-20
Nature's Measure® Vitamin C 500 mg Dietary Supplement 30 Tablets,FDA Advisory No. 2023-0147,2023-01-25
Norfloxacin Capsules [Label in Foreign Language],FDA Advisory No. 2023-0149,2023-01-26
General Pharmaceuticals Ltd. Olarigen 150 (Olaparib) Tablet,FDA Advisory No. 2023-0162,2023-01-31
General Pharmaceuticals Ltd. Olarigen 50 (Olaparib) Capsule,FDA Advisory No. 2023-0162,2023-01-31
General Pharmaceuticals Ltd. Osmigen 80 (Osimertinib) Tablet,FDA Advisory No. 2023-0162,2023-01-31
Aqualyx® Cosmetic Sterile,FDA Advisory No. 2023-0164,2023-01-31
ToxtaTM Inj. Botulinum Toxin Type A 100 U,FDA Advisory No. 2023-0164,2023-01-31
[Label in Foreign Language] 2 mL,FDA Advisory No. 2023-0164,2023-01-31
[Label in Foreign Language] 250 mg mL,FDA Advisory No. 2023-0164,2023-01-31
SEARLE ROTECTM50 Tablets [Diclofenac Sodium/ Misoprostol],FDA Advisory No. 2023-0210,2023-02-13
Naman Cytotecal 200 mcg Misoprostol 200mcg,FDA Advisory No. 2023-0211,2023-02-13
MadenTM Povidone-Iodine (Thetadine) 10% Solution 15 mL,FDA Advisory No. 2023-0212,2023-02-13
Natural Green Leaf® Corn Plaster 6’s,FDA Advisory No. 2023-0213,2023-02-13
"Natural Green Leaf® Nasal Inhaler for Party, Work and Sports Artic Blast",FDA Advisory No. 2023-0213,2023-02-13
Menthol + Moringa + Orange Zest (Moringa Gel Premium) 60 mL,FDA Advisory No. 2023-0214,2023-02-13
Myfoodie® Multi-Minerals [Label in Foreign Language],FDA Advisory No. 2023-0359,2023-03-10
OTC Natural Green Leaf Scar Removal Cream 10g,FDA Advisory No. 2023-0360,2023-03-10
JMRC Sodium Ascorbate B-Complex with Zinc 500 grams Capsules,FDA Advisory No. 2023-0361,2023-03-13
Tianli Chong Cao Ba Wang [Label in Foreign Language],FDA Advisory No. 2023-0361,2023-03-13
Tianli Chong Cao Reman [Label in Foreign Language],FDA Advisory No. 2023-0361,2023-03-13
Prestige 70% Ethyl Alcohol Angel’s Breath with Moisturizer 1 Gallon (3.2 L),FDA Advisory No. 2023-0362,2023-03-13
Prestige 70% Isopropyl Alcohol Baby Powder with Moisturizer 1 Gallon (3.2 L),FDA Advisory No. 2023-0362,2023-03-13
Prestige 70% Isopropyl Alcohol Sunsilky with Moisturizer 1 Gallon (3.2 L),FDA Advisory No. 2023-0362,2023-03-13
MSD Quadriderm* Cream 5 g [Label in foreign language],FDA Advisory No. 2023-0408,2023-03-16
Natureplex Triple Antibiotic Original Ointment 0.33 Oz (9.4 g),FDA Advisory No. 2023-0408,2023-03-16
Pharmaton® Capsules with Selenium 100 Capsules,FDA Advisory No. 2023-0408,2023-03-16
Fucidin Ointment 10 g [Label in Foreign Language],FDA Advisory No. 2023-0409,2023-03-16
SAMJIN Geworin® Tablet [as reflected in the package insert],FDA Advisory No. 2023-0409,2023-03-16
YUHAN Celestone-G® Cream 30 g [Label in Foreign Language],FDA Advisory No. 2023-0409,2023-03-16
Naman Cytotecal 200mcg 28 Oral Tablets,FDA Advisory No. 2023-0410,2023-03-16
SEARLE ROTECTM50 Tablets [Diclofenac Sodium/ Misoprostol] [as reflected in the primary packaging] SEARLE ROTEC®50 Tablets [Diclofenac Sodium/ Misoprostol] 20 Tablets [as reflected in the secondary packaging],FDA Advisory No. 2023-0410,2023-03-16
Clomil-50 Clomiphene Citrate 50 mg x 100 Tablets,FDA Advisory No. 2023-0411,2023-03-16
Glonavar-10 Oxandrolone 10 mg x 100 Tablets,FDA Advisory No. 2023-0411,2023-03-16
Masterone® Drostanolone Propionate 100 mg Injection 10 mL,FDA Advisory No. 2023-0411,2023-03-16
Testo Depot® Testosterone Enanthate 250 mg Injection 10 mL,FDA Advisory No. 2023-0411,2023-03-16
T-Prop® Testosterone Propionate 100 mg Injection 10 mL,FDA Advisory No. 2023-0412,2023-03-16
TE-300 Testosterone Enanthate 10 mL Multidose Vial,FDA Advisory No. 2023-0412,2023-03-16
Tren-A75 Trenbolone Acetate 10 mL Multidose Vial,FDA Advisory No. 2023-0412,2023-03-16
Winstrol® Super micronized Stanozolol 100 mg Injection 10 mL,FDA Advisory No. 2023-0412,2023-03-16
Gertrudes Eye Drops 10 mL,FDA Advisory No. 2023-0414,2023-03-16
Gertrudes Kiddie Oil,FDA Advisory No. 2023-0414,2023-03-16
Pfizer Cytotec® Tablet Misoprostol 200 μg,FDA Advisory No. 2023-0459,2023-03-17
Omeprazole Enteric-Coated Capsules 20 mg,FDA Advisory No. 2023-0460,2023-03-20
Dok-Apo Better Vision 15 mL,FDA Advisory No. 2023-0508,2023-04-03
Dongkook Triamcinolone Acetonide Oramedy Oint 10g [as reflected in the primary packaging] [Label in Foreign Language],FDA Advisory No. 2023-0509,2023-04-03
Dulcolax® Suppository 10mg Bisacodyl [Label in Foreign Language],FDA Advisory No. 2023-0509,2023-04-03
Light-yellow with green colored Sachet 20 mL [Label in Foreign Language],FDA Advisory No. 2023-0509,2023-04-03
196600062 25g [Label in Foreign Language],FDA Advisory No. 2023-0510,2023-04-03
Cap Style Green Enema (Concentrated Glycerin) 30ml [Label in Foreign Language],FDA Advisory No. 2023-0510,2023-04-03
Je Il Dexamethasone Inj. (Dexamethasone Phosphate Disodium) 1ml X 50Amp. [Label in Foreign Language],FDA Advisory No. 2023-0510,2023-04-03
Madeca Moist & Warm Bandage Centella Asiatica from Nature 1.7 cm x 4 cm [Label in Foreign Language],FDA Advisory No. 2023-0511,2023-04-04
2% 400mg/20mL [Label in Foreign Language],FDA Advisory No. 2023-0512,2023-04-04
Trol Inj. (Tramadol Hydrochloride) 1mL X 50Amp. [Label in Foreign Language],FDA Advisory No. 2023-0512,2023-04-04
Jaysuing Varicose Veins Patch 12 pcs,FDA Advisory No. 2023-0520,2023-04-13
Rowachol® 50 Capsules,FDA Advisory No. 2023-0604,2023-04-19
Gliclazide Tablets ( ll ) 80mg [Label in Foreign Language],FDA Advisory No. 2023-0605,2023-04-19
Ningxinbao Metronidazole and Fenbufen Capsules [Label in Foreign Language],FDA Advisory No. 2023-0605,2023-04-19
Roxithromycin Dispersible Tablets 0.15g [Label in Foreign Language],FDA Advisory No. 2023-0606,2023-04-19
Shyndec® Finasteride Tablets 5mg x 10 Tablets [Label in Foreign Language],FDA Advisory No. 2023-0606,2023-04-19
yatai® Aciclovir Tablets 0.1g,FDA Advisory No. 2023-0606,2023-04-19
CSPC® Amoxicillin Capsules 0.25g,FDA Advisory No. 2023-0607,2023-04-19
Cefradine Capsules 0.25g,FDA Advisory No. 2023-0607,2023-04-19
ORIGINAL® Aspirin Enteric-coated Tablets 100 mg,FDA Advisory No. 2023-0607,2023-04-19
CK Capirox-20 Piroxicam 20 mg 10 Capsules,FDA Advisory No. 2023-0608,2023-04-19
LBS Hawksone® Piroxicam 20 mg Capsules [as reflected in the primary packaging] L.B.S Hawksone® Piroxicam 20 mg 10 Capsules [as reflected in the secondary packaging],FDA Advisory No. 2023-0608,2023-04-19
MSD Arcoxia® Etoricoxib Tablets 60mg [Label in Foreign Language],FDA Advisory No. 2023-0608,2023-04-19
LG Enterprise Lagundi (Vitex Negundo) 100% Natural 500 mg Capsule 60’s,FDA Advisory No. 2023-0705,2023-04-26
TFF Herbal-C Mixed 7 IN 1 500 mg Capsule 30’s,FDA Advisory No. 2023-0705,2023-04-26
Magnesium EyeDrops Magnesium Chloride + Ozone Water,FDA Advisory No. 2023-0706,2023-04-26
Talabonga Ionic Eye Care Drops 15 mL,FDA Advisory No. 2023-0706,2023-04-26
Bioherb Healing Oil 60 mL,FDA Advisory No. 2023-0760,2023-05-04
Perfect Care for your Skin Erythromycin 2% Solution 50 mL,FDA Advisory No. 2023-0761,2023-05-04
Rash Off Diaper Rash Cream 50g,FDA Advisory No. 2023-0947,2023-05-18
"Medi Heally® Sensitive Day, Warm Abdomen Herborn 3 Herbal Patches",FDA Advisory No. 2023-0948,2023-05-18
Hairtech Hair Regrowth Treatment,FDA Advisory No. 2023-0990,2023-05-29
Kuya Dodz Anti-Hypertension 30 Tablets,FDA Advisory No. 2023-1157,2023-06-02
Kuya Dodz Colon Cleansing 20 Tablets,FDA Advisory No. 2023-1157,2023-06-02
Kuya Dodz Prostetab 15 Tablet,FDA Advisory No. 2023-1157,2023-06-02
New & Improved Kuya Dodz Aller-C 30 Tablets,FDA Advisory No. 2023-1157,2023-06-02
Kuya Dodz Almo Tab 400mg 36 Tablets,FDA Advisory No. 2023-1158,2023-06-02
Kuya Dodz Anti Arthritis 500mg 40 Tabs,FDA Advisory No. 2023-1158,2023-06-02
Kuya Dodz Broncho-Aide 40 Capsules,FDA Advisory No. 2023-1158,2023-06-02
Methyl Salicylate Bio-Strength Liniment Oil 60ml,FDA Advisory No. 2023-1159,2023-06-02
Abby’s Herbal Oil Ang Milagrosang Lana 60 mL,FDA Advisory No. 2023-1263,2023-06-14
Aceite De Alcamporado 50 mL,FDA Advisory No. 2023-1263,2023-06-14
New Sense of Touch Rub with Negative Ion Super Menthol 25g,FDA Advisory No. 2023-1263,2023-06-14
NutriairTM B-Complex,FDA Advisory No. 2023-1264,2023-06-14
NutriairTM Perfomax 200+ Inhalations,FDA Advisory No. 2023-1264,2023-06-14
NutriairTM diet 200+ Uses,FDA Advisory No. 2023-1264,2023-06-14
NutriairTM Energy 200+ Uses,FDA Advisory No. 2023-1265,2023-06-14
NutriairTM Focus 200+ Uses,FDA Advisory No. 2023-1265,2023-06-14
NutriairTM Relax 200+ Uses,FDA Advisory No. 2023-1265,2023-06-14
NutriairTM Immune 200+ Uses,FDA Advisory No. 2023-1266,2023-06-14
NutriairTM Recover 200+ Uses,FDA Advisory No. 2023-1266,2023-06-14
NutriairTM Sleep 200+ Uses,FDA Advisory No. 2023-1266,2023-06-14
"Ofloxacin, Beclomethasone Dipropionate, Clotrimazole & Lignocaine Hydrochloride Ear Drops Otoquad Plus 5 mL",FDA Advisory No. 2023-1427,2023-07-03
"Ofloxacin, Beclomethasone Dipropionate, Clotrimazole & Lignocaine Hydrochloride Ear Drops Otoquad Plus 5 mL”",FDA Advisory No. 2023-1427-A,2023-07-03
H&E Ethyl Alcohol 70% with Moisturizer 3.78 Liters,FDA Advisory No. 2023-1450,2023-07-03
H&E Ethyl Alcohol 70% with Moisturizer 500 mL,FDA Advisory No. 2023-1450,2023-07-03
H&E Isopropyl Alcohol 70% with Moisturizer 3.2 Liters,FDA Advisory No. 2023-1450,2023-07-03
H&E Isopropyl Alcohol 70% with Moisturizer 4.5 Liters,FDA Advisory No. 2023-1450,2023-07-03
Alcogenic Ethyl Alcohol 70% with Moisturizer 500 mL,FDA Advisory No. 2023-1451,2023-07-03
Alcogenic Isopropyl Alcohol 70% with Moisturizer 500 mL,FDA Advisory No. 2023-1451,2023-07-03
Hodaf® Anti-smoke Patch 30's,FDA Advisory No. 2023-1520,2023-07-05
Himalaya® Since 1930 Immunol Liquid 100 ml,FDA Advisory No. 2023-1713,2023-07-27
New Improved Herbal Extract + Virgin Coconut Oil Vetnoderm Medicated Herbal Soap 145 g.,FDA Advisory No. 2023-1715,2023-07-27
Vetnoderm Herbal Soap Madre de Cacao with Coconut Oil 145,FDA Advisory No. 2023-1715,2023-07-27
Agara Peppermint Healing Oil,FDA Advisory No. 2023-1716,2023-07-27
Alcogiene 70% Isopropyl Alcohol,FDA Advisory No. 2023-1717,2023-07-27
Aura essentials Benzalkonium Chloride 10mg/ 100ml 25ml,FDA Advisory No. 2023-1718,2023-07-27
Iso-Clean Isopropyl Alcohol 70% Solution with Moisturizer 330 mL,FDA Advisory No. 2023-1719,2023-07-27
Isopropyl Alcohol 70% Solution Perfect Care (Baby Powder) 500 mL,FDA Advisory No. 2023-1720,2023-07-27
Perfect Care 70% Ethyl Alcohol (Angel’s Breath) 500 mL,FDA Advisory No. 2023-1720,2023-07-27
Perfect Care 70% Ethyl Alcohol (Love Spell) 500 mL,FDA Advisory No. 2023-1720,2023-07-27
Alcogreen Ethyl Alcohol 70% Solution 500 ML,FDA Advisory No. 2023-1721,2023-07-27
Golden Mint Molecule The World’s Best & Finest High Grade Premium Aromatic & Therapeutic Essential Oils The Breath of Life,FDA Advisory No. 2023-1794,2023-08-14
Azithromycin 0.25 g Dispersible Tablets,FDA Advisory No. 2023-1795,2023-08-14
Dextromethorphan Hydrobromide 15mg Tablets,FDA Advisory No. 2023-1795,2023-08-14
Diclofenac Sodium 50 mg Suppositories,FDA Advisory No. 2023-1795,2023-08-14
Glufarelin Gold Special Nutrition for Diabetes 400g,FDA Advisory No. 2023-1796,2023-08-14
Avant Guard Avant Naturally-derived Ethyl Alcohol from Sugarcane 70% Solution 500 mL,FDA Advisory No. 2023-1797,2023-08-14
Gongliuning Jiaonang 0.45g,FDA Advisory No. 2023-1837,2023-08-15
Bifendate Pills 1.5mg,FDA Advisory No. 2023-1842,2023-08-23
Jinling Tab. Pingwei Tablet,FDA Advisory No. 2023-1842,2023-08-23
Lü Lei Ta Ding Pian– Loratadine Tablets (As reflected in package insert) 10mg Tablet,FDA Advisory No. 2023-1842,2023-08-23
OTC Amixin Loratadine Tablets Lüleitading Pian 10 mg Tablet,FDA Advisory No. 2023-1842,2023-08-23
Aroma A Moringa 30 mL,FDA Advisory No. 2023-1844,2023-08-23
Jinling® Anshen Bunao Pain 100 Tablets,FDA Advisory No. 2023-1845,2023-08-15
KPIC Pearl Yin Chiao Cold 30 Capsules,FDA Advisory No. 2023-1845,2023-08-15
Trade Mark Liu Wei Di Huang Wan 200 Pills,FDA Advisory No. 2023-1845,2023-08-15
Ye Tianshi Diabetes 120 Pills,FDA Advisory No. 2023-1845,2023-08-15
OTC Natural Green Leaf Skin Quick Clear Antifungal Cream 8g,FDA Advisory No. 2023-1872,2023-08-23
Asthma Cough Powder 2.0 g,FDA Advisory No. 2023-1873,2023-08-22
OTC H41023867 (Label in foreign language),FDA Advisory No. 2023-1873,2023-08-22
OTC Yueyang Tonglian Ranitidine Hydrochloride Capsule,FDA Advisory No. 2023-1873,2023-08-22
ZNW® Zheng Nan Wang Niuhuang Jeidu Pian (As reflected in package insert),FDA Advisory No. 2023-1873,2023-08-22
FUGICAL CREAM 15-Gm.,FDA Advisory No. 2023-1893,2023-09-14
"TAISHO Analgesic Balm Counterpain® Methyl Salicylate, Levomenthol, Eugenol 60 grams",FDA Advisory No. 2023-1893,2023-09-14
ZBT JINLING® Buchang Naoxintong Capsule 400 mg,FDA Advisory No. 2023-1893,2023-09-14
Aceite Alcanforado 60 mL,FDA Advisory No. 2023-1894,2023-09-14
Ap Ap Solution 60 ML,FDA Advisory No. 2023-1894,2023-09-14
Balsamo Carminativo 30 mL,FDA Advisory No. 2023-1894,2023-09-14
Bayer Cyproterone acetate 2 mg - Ethinylestradiol 0.035 mg (Diane®-35) Tablets 1 x 21’s,FDA Advisory No. 2023-1896,2023-09-14
WAWANG (MOSQUITO COIL) WITH FOREIGN LANGUAGE,FDA Advisory No. 2023-1921,2023-09-11
MOON STAR MOSQUITO COIL,FDA Advisory No. 2023-1922,2023-09-11
"Cebu Far Eastern Drug, Inc. Warts Solution 2 grams",FDA Advisory No. 2023-1959,2023-09-21
HeartMed Ethyl Alcohol 70% Solution 250 mL,FDA Advisory No. 2023-1960,2023-09-21
Medical Depot Isopropyl Alcohol 70% Solution 50 mL,FDA Advisory No. 2023-1960,2023-09-21
Medx Isopropyl Alcohol 70% Solution 60 mL,FDA Advisory No. 2023-1960,2023-09-21
OTC Natural Green Leaf® Aloe Vera Anti-Itch Cream Quick Soothing Relief for Irritated Skin 10 g,FDA Advisory No. 2023-1961,2023-09-21
National Shrine and Parish of St. Padre Pio Herbal Miracle Rub Menthol + Eucalyptus 25g,FDA Advisory No. 2023-1962,2023-09-21
Angel’s flo ETHYL ALCOHOL 70% Solution,FDA Advisory No. 2023-2172,2023-10-05
Lifepro Skin Care Herbal Care for Skin Derma,FDA Advisory No. 2023-2173,2023-10-05
Extra Strength Methyl Salicylate + Camphor + Menthol Mega Plus 120 mL,FDA Advisory No. 2023-2174,2023-10-05
Methylsalicylate Menthol + Camphor Carlrica® Tanglad Linement Oil 60 mL,FDA Advisory No. 2023-2174,2023-10-05
Methyl Salicylate + Camphor + Menthol + Herbal Extract Power Lab Pito Pito Plus Herbal Liniment Oil Super Strength 60 mL,FDA Advisory No. 2023-2175,2023-10-05
Ultra Sulit Isopropyl Alcohol with moisturizer 70% Solution 500 mL,FDA Advisory No. 2023-2315,2023-11-13
Angel’s Flo Isopropyl Alcohol 70% Solution 100 mL,FDA Advisory No. 2023-2316,2023-11-13
Avant Guard Ethyl Alcohol 70% Solution with Moisturizer 150 mL,FDA Advisory No. 2023-2316,2023-11-13
S Isopropyl Alcohol 70% Solution,FDA Advisory No. 2023-2316,2023-11-13
Spring Clean Isopropyl Alcohol 70% Solution Moisturizer 250 mL,FDA Advisory No. 2023-2316,2023-11-13
Benzalkonium Chloride (Benzellin) 0.13% Tincture 7.5mL,FDA Advisory No. 2023-2317,2023-11-13
Agua Oxigenada F.E.U. XIV-10 Vols 120 mL,FDA Advisory No. 2023-2436,2023-12-07
Kanerga® Amoxicillin Capsules 0.25 g x 36,FDA Advisory No. 2023-2528,2023-12-21
Dahongying Meloxicam Tablets 7.5 mg,FDA Advisory No. 2023-2529,2023-12-21
OTC SUNFLOWER Xiao'er Chaigui Tuire Keli [As reflected in the package insert,FDA Advisory No. 2023-2530-A,2023-12-21
OTC SUNFLOWER Xiao'er Chaigui Tuire Keli [As reflected in the package insert],FDA Advisory No. 2023-2530,2023-12-21
OTC Keteling Jiaonang [As reflected in the package insert],FDA Advisory No. 2023-2531,2023-12-21
Cefaclor Capsules 0.25 g,FDA Advisory No. 2023-2532,2023-12-21
Cefradine Capsules 0.25 g,FDA Advisory No. 2024-0323,2024-02-23
OTC Erythromycin Ointment,FDA Advisory No. 2024-0323,2024-02-23
OTC Fenbid Ibuprofen Sustained-release Capsules,FDA Advisory No. 2024-0323,2024-02-23
Rengong Niuhuang Jiaxiaozuo Jiaonang Capsule,FDA Advisory No. 2024-0323,2024-02-23
Jinling Sanshedan Chuanbei Ye 10 mL Vial 12’s,FDA Advisory No. 2024-0324,2024-02-23
Korean Red Ginseng Powder Capsule 100’s,FDA Advisory No. 2024-0324,2024-02-23
"Taisho Analgesic Balm Counterpain® Methyl Salicylate, Levomenthol, Eugenol 30 grams",FDA Advisory No. 2024-0324,2024-02-23
Acetaminophen Capsules Spasmo-Proxyvon® Plus 8’s,FDA Advisory No. 2024-0325,2024-02-23
Baidyanath Asli Ayurved Prost Aid Tablet 50’s,FDA Advisory No. 2024-0325,2024-02-23
HimalayaTM Bresol®-NS Saline Nasal Solution 10 ml,FDA Advisory No. 2024-0325,2024-02-23
Intas Sildenafil Citrate Tablets I.P. 50 mg Intagra 50 1 x 4 tablet,FDA Advisory No. 2024-0325,2024-02-23
Acnon 13 g,FDA Advisory No. 2024-0326,2024-02-23
Dongkook Madecassol Centella asiatica from nature 8g ointment,FDA Advisory No. 2024-0326,2024-02-23
Samil Forus 5g Ophthalmic Ointment,FDA Advisory No. 2024-0326,2024-02-23
OTC Erythromycin Ointment,FDA Advisory No. 2024-0327,2024-02-23
OTC Gan Kang® Compound Paracetamol and Amantadine Hydrochloride Tablets,FDA Advisory No. 2024-0327,2024-02-23
OTC Huoxiang Zhengqi Shui,FDA Advisory No. 2024-0327,2024-02-23
OTC Jianwei Xiaoshi Pian,FDA Advisory No. 2024-0327,2024-02-23
GC Fursultamin Inj. Fursultiamine Hydrochloride 50mg/10mL ampoule,FDA Advisory No. 2024-0328,2024-02-23
GC Meganesium inj. 10% Magnesium Sulfate Hydrate 5mL x 50 Ampoules,FDA Advisory No. 2024-0328,2024-02-23
HAWON Haprokin inj. Frusultiamine Hydrochloride 10 mL,FDA Advisory No. 2024-0328,2024-02-23
Houns Ethical Ginkobal Inj. (Ginkgo Leaf Dried Extract) 17.5 mg/5mL,FDA Advisory No. 2024-0328,2024-02-23
LG Chem Declage Inj. Recombinant hGH (Somatropin) 3mg x 1 vial,FDA Advisory No. 2024-0328,2024-02-23
Golden City Brand China Liu Tam So,FDA Advisory No. 2024-0331,2024-02-23
HKC-14197 [Label in foreign language],FDA Advisory No. 2024-0331,2024-02-23
Myda-B Strong Cough Capsules HKCP-106365,FDA Advisory No. 2024-0331,2024-02-23
DongKwang Roxithromycin Tablet,FDA Advisory No. 2024-0332,2024-02-23
Ethical LIZTOX® Inj. Clostridium Botulinum Toxin Type A 100 Units,FDA Advisory No. 2024-0332,2024-02-23
SK 50mg,FDA Advisory No. 2024-0332,2024-02-23
Ethical WonderTox® Inj Clostridium Botulinum Toxin Type A 100 units x 1 vial,FDA Advisory No. 2024-0333,2024-02-23
Ethical WonderTox® Inj Clostridium Botulinum Toxin Type A 200 units x 1 vial,FDA Advisory No. 2024-0333,2024-02-23
Gangnam booster A Human adipose stromal cell 3 mL B Polycaprolactone 2 mL [Secondary packaging] Gangnam booster A human adipose stromal cell 3mL [Primary packaging] Gangnam booster B Polycaprolactone 2 mL [Primary packaging],FDA Advisory No. 2024-0333,2024-02-23
"SHIN POONG Antispasmodic Eukinetic Agent Tiram Injection Tiropramide HCL 3 mL x 50 Ampoules for I.M., I.V.",FDA Advisory No. 2024-0333,2024-02-23
Himalaya® Koflet® Cough Syrup 100 mL,FDA Advisory No. 2024-0334,2024-02-23
INTAS Sildenafil Citrate Tablets I.P. 100 mg Intagra 100,FDA Advisory No. 2024-0334,2024-02-23
SHETH BROTHERS Ayurvedic Kayam® Tablet,FDA Advisory No. 2024-0334,2024-02-23
ZANDU Nityam Ayurvedic Vati Castor Oil Shakti Tablet,FDA Advisory No. 2024-0334,2024-02-23
Miao Relieves Headache Qu Feng You 10 mL [As reflected in the secondary packaging] Miao Qu Feng You Relieves Headache 10 mL [As reflected in the primary packaging],FDA Advisory No. 2024-0335,2024-02-23
DAI HAN Epinephrine inj. (Adrenaline Inj. K.P.) 1mL x 50 Ampoules,FDA Advisory No. 2024-0336,2024-02-23
Huons Vitamo Inj. (D-Panthenol) 500 mg/ 2 mL Injection 2mL x 50 Ampoules,FDA Advisory No. 2024-0336,2024-02-23
[Label in foreign language] 1g Vial,FDA Advisory No. 2024-0336,2024-02-23
Huons Hycomin Inj. (Hydroxocobalamin) 5 mg/ 2 mL x 50 Ampoules,FDA Advisory No. 2024-0337,2024-02-23
Huons Pyridoxine HCl Inj. Vitamin B 50 mg/mL 50 Ampoules,FDA Advisory No. 2024-0337,2024-02-23
Fenhuangyi’An Zhusheye 2mL:0.5 g Ampoule,FDA Advisory No. 2024-0501,2024-03-13
Levofloxacin Hydrochloride Ear Drops 5 mL,FDA Advisory No. 2024-0501,2024-03-13
Pharm® Tuobaokewo Fenspian – Cefixime Dispersible Tablet [as reflected in package insert],FDA Advisory No. 2024-0501,2024-03-13
Vitamin B12 Injection 1mL: 0.25mg Ampoule,FDA Advisory No. 2024-0501,2024-03-13
Minoxidil Nexxus Hair Regrowth Treatment 6% Minoxidil 60 mL,FDA Advisory No. 2024-0502,2024-03-13
ETHICON® PROLENETM POLYPROPYLENE ETHALLOYTM NEEDLE ALLOY,FDA Advisory No. 2024-0519,2024-03-15
Climen® Estradiol valerat/Siproteron asetat 2mg+2mg/1mg Kapli Tablet,FDA Advisory No. 2024-0526,2024-03-15
Elleacnelle® Siproteron asetat 2000 mcg/ Etinilestradiol 35 mcg Kapli Tablet,FDA Advisory No. 2024-0526,2024-03-15
"Testoviron Depot (Testosterone enanthate) 250 mg, 1mL Ampoule",FDA Advisory No. 2024-0526,2024-03-15
gsk Dermovate Cream (Clobetasol) 20 grams,FDA Advisory No. 2024-0533,2024-03-19
Androcur TM (Cyproterone acetate) [Label in foreign language] 50 mg Tablet,FDA Advisory No. 2024-0534,2024-03-19
Androcur® Siproteron asetat [Label in foreign language] 50 mg Tablet,FDA Advisory No. 2024-0534,2024-03-19
Dianne ® – 35 Cyproterone acetate 2.00 mg/ Ethinylestradiol 0.035 mg Sugar-Coated Tablet [Label in foreign language],FDA Advisory No. 2024-0534,2024-03-19
Lean Slim Appetite Suppressant Mild Capsule 30’s,FDA Advisory No. 2024-0534,2024-03-19
Lean Slim Appetite Suppressant Strong Capsule 30’s,FDA Advisory No. 2024-0534,2024-03-19
0.9% Sodium Chloride 100mL,FDA Advisory No. 2024-0535,2024-03-20
NSAIDs Dexirofen (Dexibuprofen) Tablet,FDA Advisory No. 2024-0535,2024-03-20
Saxenda® 3mL x 5 pre-filled pens,FDA Advisory No. 2024-0535,2024-03-20
TG Dominas Cream Rx 10 g,FDA Advisory No. 2024-0535,2024-03-20
Calcium Gluconate Injection 10 mL Ampoule,FDA Advisory No. 2024-0536,2024-03-20
OTC Cremor Olei Ocimi Gratissimi Et Boracis 65 g,FDA Advisory No. 2024-0536,2024-03-20
OTC KAIXIU® Fenghan Ganmao Keli,FDA Advisory No. 2024-0536,2024-03-20
Qian Jiang Ji Yan Zu Bu Tie,FDA Advisory No. 2024-0536,2024-03-20
Norfloxacin Capsules,FDA Advisory No. 2024-0557,2024-05-04
OTC China Time-honored Brand Xuhanting Keli [As refelected in the package insert],FDA Advisory No. 2024-0557,2024-05-04
OTC Sodium Cromoglicate Eye Drops,FDA Advisory No. 2024-0557,2024-05-04
Ribavirin Eye Drops 8mL: 8 mg,FDA Advisory No. 2024-0557,2024-05-04
Anchajian Huanshipian Aminophylline Sustained-Release Tablets 0.1 g [as reflected in package insert],FDA Advisory No. 2024-0574,2024-04-11
Hasen Sterile Water for Injection 2mL,FDA Advisory No. 2024-0574,2024-04-11
OTC Ibuprofen Granules,FDA Advisory No. 2024-0574,2024-04-11
Zang Jikang® (as translated) [Label in foreign language],FDA Advisory No. 2024-0574,2024-04-11
0.9% Sodium Chloride 100 mL,FDA Advisory No. 2024-0575,2024-04-11
Hair Tonic 20 Minoxidil + Finasteride ++ (Vitamin A + Collagen + Others),FDA Advisory No. 2024-0575,2024-04-11
KOSDAQ Cindella Inj. I.V. (Thioctic acid 25mg/5mL) ampoules,FDA Advisory No. 2024-0575,2024-04-11
KOSDAQ DHNP S.C./I.M./I.V. Vitamin C Inj. Ascorbic acid 10g/20mL vials,FDA Advisory No. 2024-0575,2024-04-11
KOSDAQ I.M. / I.V. Infusion Luthione Inj. 1200mg,FDA Advisory No. 2024-0575,2024-04-11
Jinhua Qinggan Keli,FDA Advisory No. 2024-0576,2024-04-11
OTC Clindamycin Phosphate Gel,FDA Advisory No. 2024-0576,2024-11-04
OTC Me Polyvinyl Alcohol Eye Drops,FDA Advisory No. 2024-0576,2024-11-04
